k,p_k
0.047934238824608996,0.0
0.5403608945499174,0.013655869189037082
0.7097053112398118,0.03852038903604395
0.8409178938891554,0.07094665695420903
0.9661592625386001,0.1147581274377045
1.0849996599992084,0.16796825518458075
1.2109178999763521,0.2372821656652648
1.3553071340078457,0.33126442875941314
1.5263533642384242,0.45981452819938023
1.769783840869087,0.6674235697990042
