aV_0,aV_1,aV_2,aV_3,aV_4,aV_5,aV_6,aV_7,aV_8,aV_9,aV_10,aV_11,aV_12,aV_13,aV_14,aV_15,aV_16,aV_17,aV_18,aV_19,aV_20,aV_21,aV_22,aV_23,aV_24,aV_25,aV_26,aV_27,aV_28,aV_29,aV_30,aV_31,aV_32,aV_33,aV_34,aV_35,aV_36,aV_37,aV_38,aV_39,aV_40,aV_41,aV_42,aV_43,aV_44,aV_45,aV_46,aV_47,aV_48,aV_49,aV_50,aV_51
0.050728510491433496,0.04805556248984104,0.047891838589751407,0.04915072535114226,0.04679630023999327,0.04783866977107046,0.05032835584343553,0.0460777127348897,0.04611878793593717,0.04578279949752892,0.04580735049076601,0.046514890773263096,0.049038825153985985,0.04947644887815161,0.04803885935256967,0.04718359219156181,0.0463886733813093,0.047086019692821994,0.04843586692026844,0.05043432053145274,0.051034591899788234,0.04925880610656665,0.04680147063865297,0.047514207641736445,0.047387068652627894,0.04630064771958074,0.0479774473931972,0.05079317598638501,0.053011477832885595,0.05310444351284259,0.051553697314456026,0.051590463130504804,0.04876261553826078,0.050976286637323565,0.05001541178611494,0.050116464807027146,0.051174506377774355,0.05243850955217333,0.05985043058902416,0.05793074914546746,0.05599919819097843,0.05790158818066292,0.059265501456558754,0.057808558531287885,0.05226879577521014,0.04972197112770137,0.05073478890579977,0.05505328672751744,0.052871392980359144,0.04688046654387871,0.04727338589416825,0.0486124364987765
0.050728510491433496,0.05044244105571414,0.047594598084095135,0.048499426161198296,0.05179787264396663,0.05272205389863156,0.049726888175985064,0.05237609928034579,0.05598422293187222,0.05758576614044417,0.061251997677692585,0.06179066622249421,0.0613483611736437,0.0599477546550248,0.061622632892697676,0.06030872994725845,0.061320930446265534,0.06802874358221854,0.06908548860625793,0.06887419707400803,0.06628273184485083,0.06484423196714428,0.0665334247506613,0.0696575242499585,0.06974003679172844,0.06792537560635327,0.06506292887761486,0.06661880104057995,0.06536180326991338,0.07001229495575276,0.06722292025944322,0.06757541342511536,0.07025657660038188,0.06931168047676338,0.06654580068576203,0.06503646538396017,0.06186638343843113,0.06584761965028398,0.07006773109286885,0.06412122772236897,0.0662459110328245,0.06917670512092633,0.06481537666275787,0.0645693732886895,0.06050941525459444,0.06136925398476181,0.0589534846365987,0.05888642699010948,0.05513031495848731,0.05579199722170864,0.05565066434110749,0.06205089957797877
0.050728510491433496,0.05158202469344688,0.04966072460801473,0.05093046549162018,0.05200207036023347,0.04915501006523767,0.04763875186103479,0.04882069613795615,0.0510714531118707,0.049582160289731766,0.047755886538982356,0.04983114682867277,0.0520939247642957,0.05477807147718474,0.053809438440095766,0.053935600695204464,0.05701945688015867,0.05136786100825201,0.04853638015341027,0.0460117425089773,0.046675458265531544,0.04712844387104277,0.04782562126888994,0.047277116883427076,0.046761601538844635,0.046833244967812125,0.04662466062994747,0.04657771671083132,0.046461416950486736,0.04711501264530034,0.046576523776783986,0.046581744814919834,0.04673821339172668,0.04705870405324415,0.04752039421321627,0.047783223352019524,0.04747391862786802,0.046726907718908264,0.0467359312560974,0.046610979004607644,0.0466871369491581,0.04663820342829843,0.04677807318343061,0.047191778663946526,0.047471094440298026,0.0480569785025637,0.049544650866003945,0.04852288158475,0.050586312283494035,0.04975186218670083,0.05102194250579852,0.05112659976569814
0.050728510491433496,0.05189341943382125,0.05134898683624294,0.05373028772396425,0.052151064786271184,0.050992514088455725,0.0537303182116468,0.05663279235300193,0.05479652176327757,0.052726014956988275,0.053862088439308745,0.057270943867132364,0.05579684593245118,0.05853973266722587,0.05826220779655128,0.05869636516825129,0.0561481172133707,0.05132704768209086,0.05192319675209616,0.05208319338647786,0.054071828506491046,0.05579599213759102,0.05559151322912141,0.05769180844007133,0.05480641775250076,0.056856391834707046,0.05380896042784288,0.05508123911877593,0.05657743251222708,0.06011341297660104,0.06112559881884189,0.055036171896061636,0.054901117316381545,0.05465963090573821,0.05303017863996402,0.056722748007965694,0.06303080804528317,0.06516809385692243,0.0667340822831116,0.06726501146185503,0.06946089495657568,0.06604196965072268,0.06335284263919624,0.06091831231086528,0.05827164365569008,0.05842344963562496,0.05912423726598876,0.0598867512083993,0.05952667285107486,0.05873426915225667,0.05873832881628448,0.05934747718628736
0.050728510491433496,0.04863878985460987,0.05053587101138696,0.05031000078310845,0.0503689327441174,0.05060736875932402,0.04820413735903288,0.047321228560264245,0.04624103077074975,0.045609117572301405,0.04584405933825618,0.04575569999028618,0.045723351463015385,0.045681198419180294,0.04592522337245683,0.04568415845558215,0.04574922645564027,0.0462561989207702,0.045895902684484,0.045809219938714854,0.04652870409496096,0.0465307576103213,0.04621315038073822,0.04723896154310224,0.04711751453020538,0.04698597966122836,0.04603803775667069,0.04556058367975575,0.04575789450633002,0.045567241466251136,0.04565104428749826,0.04680696959194803,0.04848502864083768,0.04830256783973584,0.04675787716144539,0.04767877532081709,0.04597393452019286,0.045577525779853884,0.046539450353942746,0.04669432645785876,0.04683699614216506,0.04673375285612413,0.0461491646629908,0.046712738378173496,0.04730214893457897,0.047785899799137777,0.048380226544169444,0.0497350775128886,0.04999968386857557,0.05003191806264776,0.05029625676372048,0.04914692679972908
0.050728510491433496,0.04767026005635283,0.04777577172627903,0.04884328321022529,0.046753095461846784,0.04613840347293485,0.047378832862638325,0.04785809699293221,0.047507622653680234,0.047600331057591455,0.04805751570423486,0.04972330705496846,0.05083563955927911,0.04954124113382277,0.051142471801013445,0.0568782121331628,0.05829261770427121,0.061909970809792325,0.06436778714079594,0.06681679023698812,0.06184279369497205,0.05578702286350884,0.05758118321769357,0.05916714111712419,0.06015788351024704,0.058293873673916974,0.06393259437326017,0.06451950955407611,0.06762719066883739,0.06832154710695607,0.06529531973760887,0.06537776979787785,0.06768294892702909,0.06481857559881701,0.06900008054773613,0.07340856988764334,0.0710234341547571,0.07039390601934133,0.06981610097038547,0.06903943683993093,0.0721597288415466,0.07202590521102817,0.0727877241688962,0.07247902149442707,0.06781436120076247,0.06630369373955572,0.06418396391246463,0.0607349489091584,0.053940692432604846,0.05397267827344642,0.05342481962693521,0.05345947889187683
0.050728510491433496,0.05233233344773978,0.05594662757113002,0.05523687813657933,0.05628086376798366,0.0557253380947086,0.061804872579346345,0.05734088713833518,0.056371486725102775,0.05846317172754485,0.053997320434722385,0.05536988856700893,0.054942205922319055,0.06154055999578975,0.05964180776095853,0.05050178564106962,0.05066100063366652,0.0501949725606438,0.0512093988921124,0.04863147344995649,0.04910880214659758,0.049878787755923845,0.05123098277074478,0.05232609054824003,0.05393030445233975,0.04907656866869389,0.051034507394876416,0.05091011513841275,0.04811310279298811,0.04739542427195938,0.04743096951595425,0.050732646970234885,0.04995244073697797,0.046176847543253186,0.04700524205754615,0.04853064845250013,0.0494263597672866,0.04984599518084657,0.053160837333695386,0.05832168552489827,0.05919933423565816,0.05637350764913022,0.05589930088865138,0.05326057230040581,0.051661833760121935,0.04864973988553781,0.04705454933694038,0.04707555729618654,0.04904876778335632,0.04825029245700216,0.04679776640078381,0.04808966215552674
0.050728510491433496,0.047611956041938255,0.04615434984364303,0.04673870784409896,0.04662100266373759,0.04683017508535703,0.048219116276670713,0.048041616317867956,0.047591088075002404,0.0470226516531375,0.04653455128065695,0.04594268030565506,0.04571410782232048,0.04688107782266224,0.04547653346855959,0.04561445877998728,0.045558821069806035,0.046166026817863595,0.0462201815214064,0.04750384505795268,0.04784732605476803,0.048685678779176414,0.049697686055944386,0.05065083260328267,0.05163848130491836,0.0523088963768787,0.053242528607164843,0.053365597763225546,0.052869211872916724,0.05303236244247728,0.05268936168457252,0.05252333732314422,0.05296891767432991,0.05202583684113699,0.052330037181238555,0.052343990050801606,0.05309158952531093,0.052793157300064286,0.053393832476876554,0.05281338406554071,0.053391534719589274,0.05258517260152797,0.05274899421227276,0.052699158470720826,0.05372646457164453,0.05387152517917114,0.05294368468675531,0.05313083276665864,0.05278542998710795,0.05325881394043951,0.052621561010925626,0.05224861569197665
0.050728510491433496,0.049064783900787994,0.04844713491399342,0.047692425026700805,0.047017496847480966,0.04629486333242952,0.049791675859326104,0.0487981633547719,0.04757449677174022,0.04663797939472128,0.04627001374419175,0.046771777271271665,0.049932112871405886,0.0544237933516091,0.052535966264485576,0.05355656544039167,0.05167764866588493,0.05299469848099212,0.05397843335864757,0.05495656311150423,0.052764337286662036,0.05482634290708102,0.05785014367709694,0.05978274168831001,0.057272806050293834,0.05999205297053453,0.059894218639261684,0.06170756951495707,0.06363136035734775,0.061447277310927105,0.06557723271257075,0.0650521895359325,0.07395402242583272,0.07519901420400853,0.0779780125813004,0.08079361042255634,0.08083992123509358,0.08211193239128904,0.08112389504762965,0.07994626330278644,0.08091785557340517,0.08065220945733541,0.07990083235888107,0.08009854632403006,0.07851870395285619,0.07631650409515307,0.07728472505277206,0.07569847108661903,0.07811418286724485,0.07901416112075242,0.07903818621411184,0.07725144811767615
0.050728510491433496,0.04970658380480467,0.05490815934084812,0.05048674542212032,0.052300378571610864,0.053584257369855386,0.05613038816802073,0.054320921028824624,0.048984034278582486,0.04999411446180256,0.051336912480387825,0.05405722451396703,0.059031905687470146,0.06200766159002767,0.06559153313171315,0.0700006714169728,0.06263641783890335,0.0683396390064853,0.06913388944090108,0.07332272416097549,0.0755541221081198,0.07685055595100071,0.0738801505415479,0.07308777842369078,0.07393654352050398,0.0768217320913582,0.07866166496873972,0.08151244381416316,0.08081260397891214,0.07803089328023743,0.07955492992467995,0.08066934404532472,0.08232429743436916,0.0836816008742552,0.0840368823530077,0.08341486539754309,0.08482733861545022,0.0836802574162318,0.08376946552702473,0.08481205113450702,0.08504656818381201,0.08469783998137043,0.08545949709488128,0.084530670107556,0.08487788840660136,0.08438534861702937,0.0815718192659383,0.08055215134986712,0.07977144911053764,0.08084804908017953,0.08193401208573428,0.08127188220705675
